"","Regi√£o","C√≥gigo_UF","UF","0 dias nos √∫ltimos sete dias n","0 dias nos √∫ltimos sete dias %","1 dia nos ultimos sete dias n","1 dia nos ultimos sete dias %","2 dias nos √∫ltimos sete dias n","2 dias nos √∫ltimos sete dias %","3 dias nos √∫ltimos sete dias n","3 dias nos √∫ltimos sete dias %","4 dias nos √∫ltimos sete dias n","4 dias nos √∫ltimos sete dias %","5 dias nos √∫ltimos sete dias n","5 dias nos √∫ltimos sete dias %","6 dias nos √∫ltimos sete dias n","6 dias nos √∫ltimos sete dias %","Todos os √∫ltimos sete dias n","Todos os √∫ltimos sete dias %","Total de indiv√≠duos","ano","grupo"
"162","SUL",43,"RS",6,"3%",11,"5%",10,"5%",23,"11%",15,"7%",10,"5%",6,"3%",126,"61%",207,"2008","frutas frescas"
"163","SUL",42,"SC",33,"3%",192,"16%",87,"7%",110,"9%",139,"12%",268,"23%",84,"7%",253,"22%",1166,"2008","frutas frescas"
"164","TOTAL REGI√O SUL",NA,"",69,"4%",227,"14%",125,"8%",159,"10%",167,"10%",294,"18%",99,"6%",487,"30%",1627,"2008","frutas frescas"
"165","TOTAL BRASIL",NA,"",837,"12%",851,"12%",899,"13%",856,"12%",525,"7%",570,"8%",326,"5%",2275,"32%",7139,"2008","frutas frescas"
"166","CENTRO-OESTE",53,"DF",23,"40%",12,"21%",13,"22%",1,"2%",1,"2%",4,"7%",1,"2%",3,"5%",58,"2008","hamburguer, embutidos"
"167","CENTRO-OESTE",52,"GO",64,"44%",31,"21%",23,"16%",14,"10%",4,"3%",3,"2%",2,"1%",4,"3%",145,"2008","hamburguer, embutidos"
"168","CENTRO-OESTE",50,"MS",148,"52%",55,"19%",45,"16%",10,"3%",6,"2%",6,"2%",7,"2%",9,"3%",286,"2008","hamburguer, embutidos"
"169","CENTRO-OESTE",51,"MT",259,"46%",120,"21%",76,"14%",36,"6%",11,"2%",16,"3%",13,"2%",30,"5%",561,"2008","hamburguer, embutidos"
"170","TOTAL REGI√O CENTRO-OESTE",NA,"",494,"47%",218,"21%",157,"15%",61,"6%",22,"2%",29,"3%",23,"2%",46,"4%",1050,"2008","hamburguer, embutidos"
"171","NORDESTE",27,"AL",56,"43%",16,"12%",14,"11%",17,"13%",5,"4%",7,"5%",4,"3%",11,"8%",130,"2008","hamburguer, embutidos"
"172","NORDESTE",29,"BA",346,"59%",102,"17%",67,"11%",27,"5%",12,"2%",4,"1%",12,"2%",15,"3%",585,"2008","hamburguer, embutidos"
"173","NORDESTE",23,"CE",63,"72%",7,"8%",4,"5%",4,"5%",1,"1%",4,"5%",1,"1%",4,"5%",88,"2008","hamburguer, embutidos"
"174","NORDESTE",21,"MA",43,"73%",4,"7%",3,"5%",3,"5%",4,"7%",1,"2%",1,"2%",0,NA,59,"2008","hamburguer, embutidos"
"175","NORDESTE",25,"PB",186,"44%",79,"19%",61,"15%",37,"9%",15,"4%",17,"4%",7,"2%",17,"4%",419,"2008","hamburguer, embutidos"
"176","NORDESTE",26,"PE",20,"47%",9,"21%",5,"12%",4,"9%",1,"2%",0,NA,1,"2%",3,"7%",43,"2008","hamburguer, embutidos"
"177","NORDESTE",22,"PI",94,"65%",15,"10%",15,"10%",13,"9%",1,"1%",2,"1%",2,"1%",2,"1%",144,"2008","hamburguer, embutidos"
"178","NORDESTE",24,"RN",75,"54%",17,"12%",14,"10%",9,"6%",8,"6%",7,"5%",0,NA,10,"7%",140,"2008","hamburguer, embutidos"
"179","NORDESTE",28,"SE",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","hamburguer, embutidos"
"180","TOTAL REGI√O NORDESTE",NA,"",883,"55%",249,"15%",183,"11%",114,"7%",47,"3%",42,"3%",28,"2%",62,"4%",1608,"2008","hamburguer, embutidos"
"181","NORTE",12,"AC",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","hamburguer, embutidos"
"182","NORTE",13,"AM",193,"49%",76,"19%",56,"14%",33,"8%",10,"3%",7,"2%",6,"2%",10,"3%",391,"2008","hamburguer, embutidos"
"183","NORTE",16,"AP",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","hamburguer, embutidos"
"184","NORTE",15,"PA",804,"64%",180,"14%",105,"8%",73,"6%",32,"3%",15,"1%",9,"1%",48,"4%",1266,"2008","hamburguer, embutidos"
"185","NORTE",11,"RO",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","hamburguer, embutidos"
"186","NORTE",14,"RR",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","hamburguer, embutidos"
"187","NORTE",17,"TO",7,"44%",2,"13%",2,"13%",3,"19%",0,NA,1,"6%",0,NA,1,"6%",16,"2008","hamburguer, embutidos"
"188","TOTAL REGI√O NORTE",NA,"",1004,"60%",258,"15%",163,"10%",109,"7%",42,"3%",23,"1%",15,"1%",59,"4%",1673,"2008","hamburguer, embutidos"
"189","SUDESTE",32,"ES",13,"48%",3,"11%",5,"19%",3,"11%",2,"7%",0,NA,0,NA,1,"4%",27,"2008","hamburguer, embutidos"
"190","SUDESTE",31,"MG",316,"40%",184,"23%",92,"12%",63,"8%",26,"3%",41,"5%",30,"4%",35,"4%",787,"2008","hamburguer, embutidos"
"191","SUDESTE",33,"RJ",7,"47%",3,"20%",1,"7%",1,"7%",2,"13%",0,NA,0,NA,1,"7%",15,"2008","hamburguer, embutidos"
"192","SUDESTE",35,"SP",148,"42%",83,"23%",51,"14%",32,"9%",10,"3%",7,"2%",4,"1%",19,"5%",354,"2008","hamburguer, embutidos"
"193","TOTAL REGI√O SUDESTE",NA,"",484,"41%",273,"23%",149,"13%",99,"8%",40,"3%",48,"4%",34,"3%",56,"5%",1183,"2008","hamburguer, embutidos"
"194","SUL",41,"PR",104,"41%",61,"24%",39,"15%",17,"7%",5,"2%",2,"1%",6,"2%",20,"8%",254,"2008","hamburguer, embutidos"
"195","SUL",43,"RS",83,"40%",32,"15%",34,"16%",16,"8%",10,"5%",5,"2%",5,"2%",22,"11%",207,"2008","hamburguer, embutidos"
"196","SUL",42,"SC",290,"25%",193,"17%",134,"11%",156,"13%",193,"17%",85,"7%",77,"7%",38,"3%",1166,"2008","hamburguer, embutidos"
"197","TOTAL REGI√O SUL",NA,"",477,"29%",286,"18%",207,"13%",189,"12%",208,"13%",92,"6%",88,"5%",80,"5%",1627,"2008","hamburguer, embutidos"
"198","TOTAL BRASIL",NA,"",3342,"47%",1284,"18%",859,"12%",572,"8%",359,"5%",234,"3%",188,"3%",303,"4%",7141,"2008","hamburguer, embutidos"
"199","CENTRO-OESTE",53,"DF",20,"34%",5,"9%",7,"12%",8,"14%",2,"3%",2,"3%",1,"2%",13,"22%",58,"2008","legumes, verduras cozidas"
"200","CENTRO-OESTE",52,"GO",33,"23%",16,"11%",27,"19%",15,"10%",18,"12%",7,"5%",4,"3%",25,"17%",145,"2008","legumes, verduras cozidas"
"201","CENTRO-OESTE",50,"MS",98,"34%",46,"16%",50,"17%",31,"11%",10,"3%",17,"6%",7,"2%",27,"9%",286,"2008","legumes, verduras cozidas"
"202","CENTRO-OESTE",51,"MT",201,"36%",80,"14%",83,"15%",59,"11%",24,"4%",23,"4%",20,"4%",71,"13%",561,"2008","legumes, verduras cozidas"
"203","TOTAL REGI√O CENTRO-OESTE",NA,"",352,"34%",147,"14%",167,"16%",113,"11%",54,"5%",49,"5%",32,"3%",136,"13%",1050,"2008","legumes, verduras cozidas"
"204","NORDESTE",27,"AL",35,"27%",9,"7%",25,"19%",19,"15%",6,"5%",3,"2%",4,"3%",29,"22%",130,"2008","legumes, verduras cozidas"
"205","NORDESTE",29,"BA",90,"15%",90,"15%",80,"14%",91,"16%",52,"9%",37,"6%",25,"4%",120,"21%",585,"2008","legumes, verduras cozidas"
"206","NORDESTE",23,"CE",29,"33%",13,"15%",20,"23%",7,"8%",4,"5%",5,"6%",2,"2%",8,"9%",88,"2008","legumes, verduras cozidas"
"207","NORDESTE",21,"MA",26,"44%",10,"17%",5,"8%",8,"14%",0,NA,3,"5%",1,"2%",6,"10%",59,"2008","legumes, verduras cozidas"
"208","NORDESTE",25,"PB",133,"32%",45,"11%",58,"14%",45,"11%",33,"8%",22,"5%",14,"3%",69,"16%",419,"2008","legumes, verduras cozidas"
"209","NORDESTE",26,"PE",17,"40%",7,"16%",6,"14%",3,"7%",1,"2%",3,"7%",0,NA,6,"14%",43,"2008","legumes, verduras cozidas"
"210","NORDESTE",22,"PI",63,"44%",27,"19%",25,"17%",12,"8%",6,"4%",4,"3%",1,"1%",6,"4%",144,"2008","legumes, verduras cozidas"
"211","NORDESTE",24,"RN",33,"24%",14,"10%",13,"9%",18,"13%",9,"6%",8,"6%",15,"11%",30,"21%",140,"2008","legumes, verduras cozidas"
"212","NORDESTE",28,"SE",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","legumes, verduras cozidas"
"213","TOTAL REGI√O NORDESTE",NA,"",426,"26%",215,"13%",232,"14%",203,"13%",111,"7%",85,"5%",62,"4%",274,"17%",1608,"2008","legumes, verduras cozidas"
"214","NORTE",12,"AC",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","legumes, verduras cozidas"
"215","NORTE",13,"AM",161,"41%",53,"14%",46,"12%",36,"9%",13,"3%",9,"2%",9,"2%",64,"16%",391,"2008","legumes, verduras cozidas"
"216","NORTE",16,"AP",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","legumes, verduras cozidas"
"217","NORTE",15,"PA",466,"37%",223,"18%",246,"19%",116,"9%",47,"4%",22,"2%",24,"2%",121,"10%",1265,"2008","legumes, verduras cozidas"
"218","NORTE",11,"RO",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","legumes, verduras cozidas"
"219","NORTE",14,"RR",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","legumes, verduras cozidas"
"220","NORTE",17,"TO",5,"31%",1,"6%",3,"19%",2,"13%",2,"13%",2,"13%",0,NA,1,"6%",16,"2008","legumes, verduras cozidas"
"221","TOTAL REGI√O NORTE",NA,"",632,"38%",277,"17%",295,"18%",154,"9%",62,"4%",33,"2%",33,"2%",186,"11%",1672,"2008","legumes, verduras cozidas"
"222","SUDESTE",32,"ES",3,"11%",8,"30%",4,"15%",5,"19%",4,"15%",0,NA,0,NA,3,"11%",27,"2008","legumes, verduras cozidas"
"223","SUDESTE",31,"MG",170,"22%",95,"12%",125,"16%",98,"12%",57,"7%",43,"5%",39,"5%",159,"20%",786,"2008","legumes, verduras cozidas"
"224","SUDESTE",33,"RJ",4,"27%",2,"13%",2,"13%",1,"7%",1,"7%",2,"13%",0,NA,3,"20%",15,"2008","legumes, verduras cozidas"
"225","SUDESTE",35,"SP",103,"29%",52,"15%",59,"17%",32,"9%",20,"6%",12,"3%",8,"2%",68,"19%",354,"2008","legumes, verduras cozidas"
"226","TOTAL REGI√O SUDESTE",NA,"",280,"24%",157,"13%",190,"16%",136,"12%",82,"7%",57,"5%",47,"4%",233,"20%",1182,"2008","legumes, verduras cozidas"
"227","SUL",41,"PR",87,"34%",35,"14%",32,"13%",29,"11%",16,"6%",13,"5%",4,"2%",38,"15%",254,"2008","legumes, verduras cozidas"
"228","SUL",43,"RS",81,"39%",34,"16%",21,"10%",21,"10%",12,"6%",8,"4%",6,"3%",24,"12%",207,"2008","legumes, verduras cozidas"
"229","SUL",42,"SC",91,"8%",223,"19%",98,"8%",84,"7%",108,"9%",262,"22%",173,"15%",127,"11%",1166,"2008","legumes, verduras cozidas"
"230","TOTAL REGI√O SUL",NA,"",259,"16%",292,"18%",151,"9%",134,"8%",136,"8%",283,"17%",183,"11%",189,"12%",1627,"2008","legumes, verduras cozidas"
"231","TOTAL BRASIL",NA,"",1949,"27%",1088,"15%",1035,"14%",740,"10%",445,"6%",507,"7%",357,"5%",1018,"14%",7139,"2008","legumes, verduras cozidas"
"232","CENTRO-OESTE",53,"DF",7,"12%",7,"12%",7,"12%",1,"2%",4,"7%",1,"2%",1,"2%",30,"52%",58,"2008","leite"
"233","CENTRO-OESTE",52,"GO",17,"12%",12,"8%",13,"9%",15,"10%",12,"8%",6,"4%",7,"5%",63,"43%",145,"2008","leite"
"234","CENTRO-OESTE",50,"MS",64,"22%",30,"10%",16,"6%",24,"8%",13,"5%",11,"4%",11,"4%",117,"41%",286,"2008","leite"
"235","CENTRO-OESTE",51,"MT",111,"20%",50,"9%",41,"7%",39,"7%",18,"3%",14,"2%",24,"4%",264,"47%",561,"2008","leite"
"236","TOTAL REGI√O CENTRO-OESTE",NA,"",199,"19%",99,"9%",77,"7%",79,"8%",47,"4%",32,"3%",43,"4%",474,"45%",1050,"2008","leite"
"237","NORDESTE",27,"AL",26,"20%",11,"8%",14,"11%",16,"12%",2,"2%",3,"2%",6,"5%",52,"40%",130,"2008","leite"
"238","NORDESTE",29,"BA",171,"29%",71,"12%",64,"11%",47,"8%",25,"4%",20,"3%",21,"4%",166,"28%",585,"2008","leite"
"239","NORDESTE",23,"CE",48,"55%",3,"3%",4,"5%",5,"6%",3,"3%",3,"3%",0,NA,22,"25%",88,"2008","leite"
"240","NORDESTE",21,"MA",13,"22%",8,"14%",7,"12%",7,"12%",1,"2%",2,"3%",2,"3%",19,"32%",59,"2008","leite"
"241","NORDESTE",25,"PB",97,"23%",43,"10%",39,"9%",46,"11%",23,"5%",18,"4%",18,"4%",135,"32%",419,"2008","leite"
"242","NORDESTE",26,"PE",7,"16%",7,"16%",2,"5%",5,"12%",6,"14%",4,"9%",2,"5%",10,"23%",43,"2008","leite"
"243","NORDESTE",22,"PI",23,"16%",26,"18%",11,"8%",21,"15%",4,"3%",6,"4%",1,"1%",52,"36%",144,"2008","leite"
"244","NORDESTE",24,"RN",8,"6%",2,"1%",1,"1%",7,"5%",7,"5%",3,"2%",6,"4%",106,"76%",140,"2008","leite"
"245","NORDESTE",28,"SE",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","leite"
"246","TOTAL REGI√O NORDESTE",NA,"",393,"24%",171,"11%",142,"9%",154,"10%",71,"4%",59,"4%",56,"3%",562,"35%",1608,"2008","leite"
"247","NORTE",12,"AC",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","leite"
"248","NORTE",13,"AM",50,"13%",44,"11%",35,"9%",28,"7%",19,"5%",18,"5%",11,"3%",186,"48%",391,"2008","leite"
"249","NORTE",16,"AP",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","leite"
"250","NORTE",15,"PA",259,"20%",137,"11%",104,"8%",99,"8%",58,"5%",41,"3%",24,"2%",544,"43%",1266,"2008","leite"
"251","NORTE",11,"RO",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","leite"
"252","NORTE",14,"RR",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","leite"
"253","NORTE",17,"TO",0,NA,3,"19%",2,"13%",1,"6%",1,"6%",0,NA,1,"6%",8,"50%",16,"2008","leite"
"254","TOTAL REGI√O NORTE",NA,"",309,"18%",184,"11%",141,"8%",128,"8%",78,"5%",59,"4%",36,"2%",738,"44%",1673,"2008","leite"
"255","SUDESTE",32,"ES",6,"22%",2,"7%",1,"4%",2,"7%",0,NA,0,NA,3,"11%",13,"48%",27,"2008","leite"
"256","SUDESTE",31,"MG",96,"12%",44,"6%",60,"8%",55,"7%",23,"3%",36,"5%",33,"4%",440,"56%",787,"2008","leite"
"257","SUDESTE",33,"RJ",1,"7%",0,NA,0,NA,2,"13%",2,"13%",1,"7%",0,NA,9,"60%",15,"2008","leite"
"258","SUDESTE",35,"SP",64,"18%",18,"5%",21,"6%",16,"5%",11,"3%",9,"3%",3,"1%",212,"60%",354,"2008","leite"
"259","TOTAL REGI√O SUDESTE",NA,"",167,"14%",64,"5%",82,"7%",75,"6%",36,"3%",46,"4%",39,"3%",674,"57%",1183,"2008","leite"
"260","SUL",41,"PR",45,"18%",16,"6%",21,"8%",14,"6%",7,"3%",8,"3%",3,"1%",140,"55%",254,"2008","leite"
"261","SUL",43,"RS",27,"13%",9,"4%",16,"8%",15,"7%",7,"3%",9,"4%",5,"2%",119,"57%",207,"2008","leite"
"262","SUL",42,"SC",20,"2%",160,"14%",170,"15%",98,"8%",141,"12%",218,"19%",121,"10%",238,"20%",1166,"2008","leite"
"263","TOTAL REGI√O SUL",NA,"",92,"6%",185,"11%",207,"13%",127,"8%",155,"10%",235,"14%",129,"8%",497,"31%",1627,"2008","leite"
"264","TOTAL BRASIL",NA,"",1160,"16%",703,"10%",649,"9%",563,"8%",387,"5%",431,"6%",303,"4%",2945,"41%",7141,"2008","leite"
"265","CENTRO-OESTE",53,"DF",20,"34%",23,"40%",5,"9%",1,"2%",2,"3%",1,"2%",1,"2%",5,"9%",58,"2008","refrigerante"
"266","CENTRO-OESTE",52,"GO",19,"13%",30,"21%",27,"19%",11,"8%",6,"4%",13,"9%",7,"5%",32,"22%",145,"2008","refrigerante"
"267","CENTRO-OESTE",50,"MS",86,"30%",64,"22%",49,"17%",27,"9%",11,"4%",6,"2%",11,"4%",32,"11%",286,"2008","refrigerante"
"268","CENTRO-OESTE",51,"MT",103,"18%",107,"19%",73,"13%",54,"10%",46,"8%",25,"4%",34,"6%",119,"21%",561,"2008","refrigerante"
"269","TOTAL REGI√O CENTRO-OESTE",NA,"",228,"22%",224,"21%",154,"15%",93,"9%",65,"6%",45,"4%",53,"5%",188,"18%",1050,"2008","refrigerante"
"270","NORDESTE",27,"AL",61,"47%",34,"26%",14,"11%",5,"4%",2,"2%",2,"2%",2,"2%",10,"8%",130,"2008","refrigerante"
"271","NORDESTE",29,"BA",258,"44%",132,"23%",69,"12%",45,"8%",17,"3%",16,"3%",16,"3%",32,"5%",585,"2008","refrigerante"
"272","NORDESTE",23,"CE",64,"73%",11,"13%",7,"8%",2,"2%",1,"1%",0,NA,0,NA,3,"3%",88,"2008","refrigerante"
"273","NORDESTE",21,"MA",25,"42%",11,"19%",11,"19%",4,"7%",4,"7%",2,"3%",0,NA,2,"3%",59,"2008","refrigerante"
"274","NORDESTE",25,"PB",151,"36%",138,"33%",60,"14%",27,"6%",10,"2%",5,"1%",4,"1%",24,"6%",419,"2008","refrigerante"
"275","NORDESTE",26,"PE",15,"35%",12,"28%",5,"12%",6,"14%",0,NA,3,"7%",2,"5%",0,NA,43,"2008","refrigerante"
"276","NORDESTE",22,"PI",53,"37%",37,"26%",23,"16%",15,"10%",2,"1%",0,NA,2,"1%",12,"8%",144,"2008","refrigerante"
"277","NORDESTE",24,"RN",72,"51%",51,"36%",10,"7%",2,"1%",0,NA,1,"1%",2,"1%",2,"1%",140,"2008","refrigerante"
"278","NORDESTE",28,"SE",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","refrigerante"
"279","TOTAL REGI√O NORDESTE",NA,"",699,"43%",426,"26%",199,"12%",106,"7%",36,"2%",29,"2%",28,"2%",85,"5%",1608,"2008","refrigerante"
"280","NORTE",12,"AC",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","refrigerante"
"281","NORTE",13,"AM",69,"18%",85,"22%",56,"14%",60,"15%",20,"5%",14,"4%",17,"4%",70,"18%",391,"2008","refrigerante"
"282","NORTE",16,"AP",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","refrigerante"
"283","NORTE",15,"PA",497,"39%",243,"19%",175,"14%",102,"8%",43,"3%",41,"3%",29,"2%",136,"11%",1266,"2008","refrigerante"
"284","NORTE",11,"RO",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","refrigerante"
"285","NORTE",14,"RR",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","refrigerante"
"286","NORTE",17,"TO",6,"38%",0,NA,1,"6%",3,"19%",1,"6%",1,"6%",1,"6%",3,"19%",16,"2008","refrigerante"
"287","TOTAL REGI√O NORTE",NA,"",572,"34%",328,"20%",232,"14%",165,"10%",64,"4%",56,"3%",47,"3%",209,"12%",1673,"2008","refrigerante"
"288","SUDESTE",32,"ES",7,"26%",9,"33%",3,"11%",4,"15%",0,NA,1,"4%",0,NA,3,"11%",27,"2008","refrigerante"
"289","SUDESTE",31,"MG",211,"27%",195,"25%",93,"12%",71,"9%",36,"5%",34,"4%",30,"4%",117,"15%",787,"2008","refrigerante"
"290","SUDESTE",33,"RJ",7,"47%",3,"20%",1,"7%",0,NA,0,NA,2,"13%",0,NA,2,"13%",15,"2008","refrigerante"
"291","SUDESTE",35,"SP",108,"31%",61,"17%",55,"16%",27,"8%",12,"3%",11,"3%",9,"3%",71,"20%",354,"2008","refrigerante"
"292","TOTAL REGI√O SUDESTE",NA,"",333,"28%",268,"23%",152,"13%",102,"9%",48,"4%",48,"4%",39,"3%",193,"16%",1183,"2008","refrigerante"
"293","SUL",41,"PR",69,"27%",54,"21%",41,"16%",21,"8%",13,"5%",5,"2%",5,"2%",46,"18%",254,"2008","refrigerante"
"294","SUL",43,"RS",61,"29%",53,"26%",22,"11%",19,"9%",7,"3%",4,"2%",6,"3%",35,"17%",207,"2008","refrigerante"
"295","SUL",42,"SC",333,"29%",249,"21%",180,"15%",180,"15%",103,"9%",65,"6%",34,"3%",22,"2%",1166,"2008","refrigerante"
"296","TOTAL REGI√O SUL",NA,"",463,"28%",356,"22%",243,"15%",220,"14%",123,"8%",74,"5%",45,"3%",103,"6%",1627,"2008","refrigerante"
"297","TOTAL BRASIL",NA,"",2295,"32%",1602,"22%",980,"14%",686,"10%",336,"5%",252,"4%",212,"3%",778,"11%",7141,"2008","refrigerante"
"298","CENTRO-OESTE",53,"DF",10,"17%",4,"7%",6,"10%",9,"16%",2,"3%",4,"7%",2,"3%",21,"36%",58,"2008","salada crua"
"299","CENTRO-OESTE",52,"GO",19,"13%",7,"5%",22,"15%",19,"13%",15,"10%",17,"12%",3,"2%",43,"30%",145,"2008","salada crua"
"300","CENTRO-OESTE",50,"MS",35,"12%",27,"9%",39,"14%",37,"13%",25,"9%",16,"6%",10,"3%",97,"34%",286,"2008","salada crua"
"301","CENTRO-OESTE",51,"MT",79,"14%",62,"11%",58,"10%",68,"12%",46,"8%",26,"5%",23,"4%",199,"35%",561,"2008","salada crua"
"302","TOTAL REGI√O CENTRO-OESTE",NA,"",143,"14%",100,"10%",125,"12%",133,"13%",88,"8%",63,"6%",38,"4%",360,"34%",1050,"2008","salada crua"
"303","NORDESTE",27,"AL",34,"26%",10,"8%",22,"17%",18,"14%",7,"5%",6,"5%",9,"7%",24,"18%",130,"2008","salada crua"
"304","NORDESTE",29,"BA",70,"12%",56,"10%",100,"17%",100,"17%",38,"6%",37,"6%",32,"5%",152,"26%",585,"2008","salada crua"
"305","NORDESTE",23,"CE",24,"27%",15,"17%",18,"20%",9,"10%",5,"6%",5,"6%",1,"1%",11,"13%",88,"2008","salada crua"
"306","NORDESTE",21,"MA",21,"36%",13,"22%",12,"20%",6,"10%",3,"5%",0,NA,1,"2%",3,"5%",59,"2008","salada crua"
"307","NORDESTE",25,"PB",102,"24%",77,"18%",56,"13%",60,"14%",25,"6%",15,"4%",6,"1%",78,"19%",419,"2008","salada crua"
"308","NORDESTE",26,"PE",15,"35%",9,"21%",6,"14%",5,"12%",0,NA,3,"7%",1,"2%",4,"9%",43,"2008","salada crua"
"309","NORDESTE",22,"PI",53,"37%",14,"10%",19,"13%",16,"11%",10,"7%",8,"6%",3,"2%",21,"15%",144,"2008","salada crua"
"310","NORDESTE",24,"RN",36,"26%",13,"9%",21,"15%",12,"9%",6,"4%",16,"11%",12,"9%",24,"17%",140,"2008","salada crua"
"311","NORDESTE",28,"SE",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","salada crua"
"312","TOTAL REGI√O NORDESTE",NA,"",355,"22%",207,"13%",254,"16%",226,"14%",94,"6%",90,"6%",65,"4%",317,"20%",1608,"2008","salada crua"
"313","NORTE",12,"AC",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","salada crua"
"314","NORTE",13,"AM",134,"34%",57,"15%",65,"17%",58,"15%",18,"5%",9,"2%",11,"3%",39,"10%",391,"2008","salada crua"
"315","NORTE",16,"AP",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","salada crua"
"316","NORTE",15,"PA",443,"35%",270,"21%",178,"14%",117,"9%",58,"5%",21,"2%",33,"3%",145,"11%",1265,"2008","salada crua"
"317","NORTE",11,"RO",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","salada crua"
"318","NORTE",14,"RR",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2008","salada crua"
"319","NORTE",17,"TO",2,"13%",1,"6%",2,"13%",2,"13%",1,"6%",3,"19%",0,NA,5,"31%",16,"2008","salada crua"
"320","TOTAL REGI√O NORTE",NA,"",579,"35%",328,"20%",245,"15%",177,"11%",77,"5%",33,"2%",44,"3%",189,"11%",1672,"2008","salada crua"
"321","SUDESTE",32,"ES",4,"15%",7,"26%",5,"19%",1,"4%",3,"11%",0,NA,2,"7%",5,"19%",27,"2008","salada crua"
"322","SUDESTE",31,"MG",115,"15%",99,"13%",110,"14%",101,"13%",59,"8%",52,"7%",37,"5%",210,"27%",783,"2008","salada crua"
"323","SUDESTE",33,"RJ",2,"13%",1,"7%",4,"27%",4,"27%",0,NA,0,NA,0,NA,4,"27%",15,"2008","salada crua"
"324","SUDESTE",35,"SP",67,"19%",32,"9%",51,"14%",41,"12%",23,"6%",7,"2%",12,"3%",121,"34%",354,"2008","salada crua"
"325","TOTAL REGI√O SUDESTE",NA,"",188,"16%",139,"12%",170,"14%",147,"12%",85,"7%",59,"5%",51,"4%",340,"29%",1179,"2008","salada crua"
"326","SUL",41,"PR",25,"10%",21,"8%",36,"14%",36,"14%",17,"7%",12,"5%",8,"3%",99,"39%",254,"2008","salada crua"
"327","SUL",43,"RS",16,"8%",18,"9%",35,"17%",23,"11%",6,"3%",11,"5%",1,"0%",97,"47%",207,"2008","salada crua"
"328","SUL",42,"SC",34,"3%",228,"20%",59,"5%",86,"7%",64,"5%",101,"9%",371,"32%",223,"19%",1166,"2008","salada crua"
"329","TOTAL REGI√O SUL",NA,"",75,"5%",267,"16%",130,"8%",145,"9%",87,"5%",124,"8%",380,"23%",419,"26%",1627,"2008","salada crua"
"330","TOTAL BRASIL",NA,"",1340,"19%",1041,"15%",924,"13%",828,"12%",431,"6%",369,"5%",578,"8%",1625,"23%",7136,"2008","salada crua"
"331","CENTRO-OESTE",53,"DF",293,"53%",135,"25%",66,"12%",29,"5%",5,"1%",4,"1%",6,"1%",12,"2%",550,"2009","batata frita,batata de pacote,salgado frito"
"332","CENTRO-OESTE",52,"GO",523,"44%",254,"22%",138,"12%",87,"7%",60,"5%",53,"5%",33,"3%",28,"2%",1176,"2009","batata frita,batata de pacote,salgado frito"
"333","CENTRO-OESTE",50,"MS",193,"46%",96,"23%",38,"9%",33,"8%",14,"3%",17,"4%",6,"1%",24,"6%",421,"2009","batata frita,batata de pacote,salgado frito"
"334","CENTRO-OESTE",51,"MT",765,"45%",400,"24%",212,"13%",109,"6%",47,"3%",33,"2%",29,"2%",98,"6%",1693,"2009","batata frita,batata de pacote,salgado frito"
